RC,YR,POP,USUR,USAL,UGW,UREC,URES,UIND,UTOT,UPOP,ASUR,ASAL,AGW,AREC,ATOT,ISUR,ISAL,IGW,IREC,ITOT,PSUR,PSAL,PGW,PREC,PTOT,SUR,SAL,GW,REC,ALL,PGEN,SC,SN,CC,RN,CN
9,2010,1872.413,269.09,0,178.03,0,445.58,0,447.12,1863.2,354.33,0,67.38,2.05,423.76,0,33.1,44.82,0,77.92,0,0.47,5.87,0.51,6.85,623.42,33.57,296.1,2.56,955.65,5230.83,49,Utah,35,UT_Urban,Salt Lake County
9,2010,1872.413,269.09,0,178.03,0,445.58,0,447.12,1863.2,354.33,0,67.38,2.05,423.76,0,33.1,44.82,0,77.92,0,0.47,5.87,0.51,6.85,623.42,33.57,296.1,2.56,955.65,5230.83,49,Utah,49,UT_Urban,Utah County
10,2010,120.251,4.48,0,26.37,0,29.33,0,30.85,111.17,958.13,0,50.59,2.2,1010.92,0.73,0,9.58,0,10.31,25.36,0,7.26,0,32.62,988.7,0,93.8,2.2,1084.7,18499.4,49,Utah,13,UT_East,Duchesne County
10,2010,120.251,4.48,0,26.37,0,29.33,0,30.85,111.17,958.13,0,50.59,2.2,1010.92,0.73,0,9.58,0,10.31,25.36,0,7.26,0,32.62,988.7,0,93.8,2.2,1084.7,18499.4,49,Utah,15,UT_East,Emery County
10,2010,120.251,4.48,0,26.37,0,29.33,0,30.85,111.17,958.13,0,50.59,2.2,1010.92,0.73,0,9.58,0,10.31,25.36,0,7.26,0,32.62,988.7,0,93.8,2.2,1084.7,18499.4,49,Utah,17,UT_East,Garfield County
10,2010,120.251,4.48,0,26.37,0,29.33,0,30.85,111.17,958.13,0,50.59,2.2,1010.92,0.73,0,9.58,0,10.31,25.36,0,7.26,0,32.62,988.7,0,93.8,2.2,1084.7,18499.4,49,Utah,31,UT_East,Piute County
10,2010,120.251,4.48,0,26.37,0,29.33,0,30.85,111.17,958.13,0,50.59,2.2,1010.92,0.73,0,9.58,0,10.31,25.36,0,7.26,0,32.62,988.7,0,93.8,2.2,1084.7,18499.4,49,Utah,39,UT_East,Sanpete County
10,2010,120.251,4.48,0,26.37,0,29.33,0,30.85,111.17,958.13,0,50.59,2.2,1010.92,0.73,0,9.58,0,10.31,25.36,0,7.26,0,32.62,988.7,0,93.8,2.2,1084.7,18499.4,49,Utah,47,UT_East,Uintah County
10,2010,120.251,4.48,0,26.37,0,29.33,0,30.85,111.17,958.13,0,50.59,2.2,1010.92,0.73,0,9.58,0,10.31,25.36,0,7.26,0,32.62,988.7,0,93.8,2.2,1084.7,18499.4,49,Utah,51,UT_East,Wasatch County
11,2010,771.221,35.27,0,168.2,0,198.09,0,203.47,739.03,1421.9,0,480.87,7.34,1910.11,17.27,204.64,58.47,0,280.38,20.22,0,21.38,0,41.6,1494.66,204.64,728.92,7.34,2435.56,15176.73,49,Utah,1,UT_Other,Beaver County
11,2010,771.221,35.27,0,168.2,0,198.09,0,203.47,739.03,1421.9,0,480.87,7.34,1910.11,17.27,204.64,58.47,0,280.38,20.22,0,21.38,0,41.6,1494.66,204.64,728.92,7.34,2435.56,15176.73,49,Utah,3,UT_Other,Box Elder County
11,2010,771.221,35.27,0,168.2,0,198.09,0,203.47,739.03,1421.9,0,480.87,7.34,1910.11,17.27,204.64,58.47,0,280.38,20.22,0,21.38,0,41.6,1494.66,204.64,728.92,7.34,2435.56,15176.73,49,Utah,5,UT_Other,Cache County
11,2010,771.221,35.27,0,168.2,0,198.09,0,203.47,739.03,1421.9,0,480.87,7.34,1910.11,17.27,204.64,58.47,0,280.38,20.22,0,21.38,0,41.6,1494.66,204.64,728.92,7.34,2435.56,15176.73,49,Utah,7,UT_Other,Carbon County
11,2010,771.221,35.27,0,168.2,0,198.09,0,203.47,739.03,1421.9,0,480.87,7.34,1910.11,17.27,204.64,58.47,0,280.38,20.22,0,21.38,0,41.6,1494.66,204.64,728.92,7.34,2435.56,15176.73,49,Utah,9,UT_Other,Daggett County
11,2010,771.221,35.27,0,168.2,0,198.09,0,203.47,739.03,1421.9,0,480.87,7.34,1910.11,17.27,204.64,58.47,0,280.38,20.22,0,21.38,0,41.6,1494.66,204.64,728.92,7.34,2435.56,15176.73,49,Utah,19,UT_Other,Grand County
11,2010,771.221,35.27,0,168.2,0,198.09,0,203.47,739.03,1421.9,0,480.87,7.34,1910.11,17.27,204.64,58.47,0,280.38,20.22,0,21.38,0,41.6,1494.66,204.64,728.92,7.34,2435.56,15176.73,49,Utah,21,UT_Other,Iron County
11,2010,771.221,35.27,0,168.2,0,198.09,0,203.47,739.03,1421.9,0,480.87,7.34,1910.11,17.27,204.64,58.47,0,280.38,20.22,0,21.38,0,41.6,1494.66,204.64,728.92,7.34,2435.56,15176.73,49,Utah,25,UT_Other,Kane County
11,2010,771.221,35.27,0,168.2,0,198.09,0,203.47,739.03,1421.9,0,480.87,7.34,1910.11,17.27,204.64,58.47,0,280.38,20.22,0,21.38,0,41.6,1494.66,204.64,728.92,7.34,2435.56,15176.73,49,Utah,27,UT_Other,Millard County
11,2010,771.221,35.27,0,168.2,0,198.09,0,203.47,739.03,1421.9,0,480.87,7.34,1910.11,17.27,204.64,58.47,0,280.38,20.22,0,21.38,0,41.6,1494.66,204.64,728.92,7.34,2435.56,15176.73,49,Utah,33,UT_Other,Rich County
11,2010,771.221,35.27,0,168.2,0,198.09,0,203.47,739.03,1421.9,0,480.87,7.34,1910.11,17.27,204.64,58.47,0,280.38,20.22,0,21.38,0,41.6,1494.66,204.64,728.92,7.34,2435.56,15176.73,49,Utah,37,UT_Other,San Juan County
11,2010,771.221,35.27,0,168.2,0,198.09,0,203.47,739.03,1421.9,0,480.87,7.34,1910.11,17.27,204.64,58.47,0,280.38,20.22,0,21.38,0,41.6,1494.66,204.64,728.92,7.34,2435.56,15176.73,49,Utah,41,UT_Other,Sevier County
11,2010,771.221,35.27,0,168.2,0,198.09,0,203.47,739.03,1421.9,0,480.87,7.34,1910.11,17.27,204.64,58.47,0,280.38,20.22,0,21.38,0,41.6,1494.66,204.64,728.92,7.34,2435.56,15176.73,49,Utah,43,UT_Other,Summit County
11,2010,771.221,35.27,0,168.2,0,198.09,0,203.47,739.03,1421.9,0,480.87,7.34,1910.11,17.27,204.64,58.47,0,280.38,20.22,0,21.38,0,41.6,1494.66,204.64,728.92,7.34,2435.56,15176.73,49,Utah,45,UT_Other,Tooele County
11,2010,771.221,35.27,0,168.2,0,198.09,0,203.47,739.03,1421.9,0,480.87,7.34,1910.11,17.27,204.64,58.47,0,280.38,20.22,0,21.38,0,41.6,1494.66,204.64,728.92,7.34,2435.56,15176.73,49,Utah,53,UT_Other,Washington Count
11,2010,771.221,35.27,0,168.2,0,198.09,0,203.47,739.03,1421.9,0,480.87,7.34,1910.11,17.27,204.64,58.47,0,280.38,20.22,0,21.38,0,41.6,1494.66,204.64,728.92,7.34,2435.56,15176.73,49,Utah,55,UT_Other,Wayne County
11,2010,771.221,35.27,0,168.2,0,198.09,0,203.47,739.03,1421.9,0,480.87,7.34,1910.11,17.27,204.64,58.47,0,280.38,20.22,0,21.38,0,41.6,1494.66,204.64,728.92,7.34,2435.56,15176.73,49,Utah,57,UT_Other,Weber County
12,2010,43.806,9.59,0,0.33,0,9.89,0,9.92,43.34,91.28,0,10.85,0,102.13,0.78,0,31.81,0,32.59,24.4,0,0,0,24.4,126.05,0,42.99,0,169.04,14828.91,56,Wyoming,37,WY_Urban,Sweetwater County
13,2010,519.82,37.92,0,59.69,0,89.09,0,97.61,406.17,3869.92,0,432.5,0,4302.42,14.04,0,77.35,0,91.39,36.66,0,2.29,0,38.95,3958.54,0,571.83,0,4530.37,24819.17,56,Wyoming,1,WY_Other,Albany County
13,2010,519.82,37.92,0,59.69,0,89.09,0,97.61,406.17,3869.92,0,432.5,0,4302.42,14.04,0,77.35,0,91.39,36.66,0,2.29,0,38.95,3958.54,0,571.83,0,4530.37,24819.17,56,Wyoming,3,WY_Other,Big Horn County
13,2010,519.82,37.92,0,59.69,0,89.09,0,97.61,406.17,3869.92,0,432.5,0,4302.42,14.04,0,77.35,0,91.39,36.66,0,2.29,0,38.95,3958.54,0,571.83,0,4530.37,24819.17,56,Wyoming,5,WY_Other,Campbell County
13,2010,519.82,37.92,0,59.69,0,89.09,0,97.61,406.17,3869.92,0,432.5,0,4302.42,14.04,0,77.35,0,91.39,36.66,0,2.29,0,38.95,3958.54,0,571.83,0,4530.37,24819.17,56,Wyoming,7,WY_Other,Carbon County
13,2010,519.82,37.92,0,59.69,0,89.09,0,97.61,406.17,3869.92,0,432.5,0,4302.42,14.04,0,77.35,0,91.39,36.66,0,2.29,0,38.95,3958.54,0,571.83,0,4530.37,24819.17,56,Wyoming,9,WY_Other,Converse County
13,2010,519.82,37.92,0,59.69,0,89.09,0,97.61,406.17,3869.92,0,432.5,0,4302.42,14.04,0,77.35,0,91.39,36.66,0,2.29,0,38.95,3958.54,0,571.83,0,4530.37,24819.17,56,Wyoming,11,WY_Other,Crook County
13,2010,519.82,37.92,0,59.69,0,89.09,0,97.61,406.17,3869.92,0,432.5,0,4302.42,14.04,0,77.35,0,91.39,36.66,0,2.29,0,38.95,3958.54,0,571.83,0,4530.37,24819.17,56,Wyoming,13,WY_Other,Fremont County
13,2010,519.82,37.92,0,59.69,0,89.09,0,97.61,406.17,3869.92,0,432.5,0,4302.42,14.04,0,77.35,0,91.39,36.66,0,2.29,0,38.95,3958.54,0,571.83,0,4530.37,24819.17,56,Wyoming,15,WY_Other,Goshen County
13,2010,519.82,37.92,0,59.69,0,89.09,0,97.61,406.17,3869.92,0,432.5,0,4302.42,14.04,0,77.35,0,91.39,36.66,0,2.29,0,38.95,3958.54,0,571.83,0,4530.37,24819.17,56,Wyoming,17,WY_Other,Hot Springs Count
13,2010,519.82,37.92,0,59.69,0,89.09,0,97.61,406.17,3869.92,0,432.5,0,4302.42,14.04,0,77.35,0,91.39,36.66,0,2.29,0,38.95,3958.54,0,571.83,0,4530.37,24819.17,56,Wyoming,19,WY_Other,Johnson County
13,2010,519.82,37.92,0,59.69,0,89.09,0,97.61,406.17,3869.92,0,432.5,0,4302.42,14.04,0,77.35,0,91.39,36.66,0,2.29,0,38.95,3958.54,0,571.83,0,4530.37,24819.17,56,Wyoming,21,WY_Other,Laramie County
13,2010,519.82,37.92,0,59.69,0,89.09,0,97.61,406.17,3869.92,0,432.5,0,4302.42,14.04,0,77.35,0,91.39,36.66,0,2.29,0,38.95,3958.54,0,571.83,0,4530.37,24819.17,56,Wyoming,23,WY_Other,Lincoln County
13,2010,519.82,37.92,0,59.69,0,89.09,0,97.61,406.17,3869.92,0,432.5,0,4302.42,14.04,0,77.35,0,91.39,36.66,0,2.29,0,38.95,3958.54,0,571.83,0,4530.37,24819.17,56,Wyoming,25,WY_Other,Natrona County
13,2010,519.82,37.92,0,59.69,0,89.09,0,97.61,406.17,3869.92,0,432.5,0,4302.42,14.04,0,77.35,0,91.39,36.66,0,2.29,0,38.95,3958.54,0,571.83,0,4530.37,24819.17,56,Wyoming,27,WY_Other,Niobrara County
13,2010,519.82,37.92,0,59.69,0,89.09,0,97.61,406.17,3869.92,0,432.5,0,4302.42,14.04,0,77.35,0,91.39,36.66,0,2.29,0,38.95,3958.54,0,571.83,0,4530.37,24819.17,56,Wyoming,29,WY_Other,Park County
13,2010,519.82,37.92,0,59.69,0,89.09,0,97.61,406.17,3869.92,0,432.5,0,4302.42,14.04,0,77.35,0,91.39,36.66,0,2.29,0,38.95,3958.54,0,571.83,0,4530.37,24819.17,56,Wyoming,31,WY_Other,Platte County
13,2010,519.82,37.92,0,59.69,0,89.09,0,97.61,406.17,3869.92,0,432.5,0,4302.42,14.04,0,77.35,0,91.39,36.66,0,2.29,0,38.95,3958.54,0,571.83,0,4530.37,24819.17,56,Wyoming,33,WY_Other,Sheridan County
13,2010,519.82,37.92,0,59.69,0,89.09,0,97.61,406.17,3869.92,0,432.5,0,4302.42,14.04,0,77.35,0,91.39,36.66,0,2.29,0,38.95,3958.54,0,571.83,0,4530.37,24819.17,56,Wyoming,35,WY_Other,Sublette County
13,2010,519.82,37.92,0,59.69,0,89.09,0,97.61,406.17,3869.92,0,432.5,0,4302.42,14.04,0,77.35,0,91.39,36.66,0,2.29,0,38.95,3958.54,0,571.83,0,4530.37,24819.17,56,Wyoming,39,WY_Other,Teton County
13,2010,519.82,37.92,0,59.69,0,89.09,0,97.61,406.17,3869.92,0,432.5,0,4302.42,14.04,0,77.35,0,91.39,36.66,0,2.29,0,38.95,3958.54,0,571.83,0,4530.37,24819.17,56,Wyoming,41,WY_Other,Uinta County
13,2010,519.82,37.92,0,59.69,0,89.09,0,97.61,406.17,3869.92,0,432.5,0,4302.42,14.04,0,77.35,0,91.39,36.66,0,2.29,0,38.95,3958.54,0,571.83,0,4530.37,24819.17,56,Wyoming,43,WY_Other,Washakie County
13,2010,519.82,37.92,0,59.69,0,89.09,0,97.61,406.17,3869.92,0,432.5,0,4302.42,14.04,0,77.35,0,91.39,36.66,0,2.29,0,38.95,3958.54,0,571.83,0,4530.37,24819.17,56,Wyoming,45,WY_Other,Weston County
14,2010,458.203,62.39,0,26.76,0,79.65,0,89.15,397.02,3921.98,0,159.3,0,4081.28,3.35,0,14.43,0,17.78,19.95,0,0,0,19.95,4007.67,0,200.49,0,4208.16,14111.69,8,Colorad,29,CO_West,Delta County
14,2010,458.203,62.39,0,26.76,0,79.65,0,89.15,397.02,3921.98,0,159.3,0,4081.28,3.35,0,14.43,0,17.78,19.95,0,0,0,19.95,4007.67,0,200.49,0,4208.16,14111.69,8,Colorad,37,CO_West,Eagle County
14,2010,458.203,62.39,0,26.76,0,79.65,0,89.15,397.02,3921.98,0,159.3,0,4081.28,3.35,0,14.43,0,17.78,19.95,0,0,0,19.95,4007.67,0,200.49,0,4208.16,14111.69,8,Colorad,45,CO_West,Garfield County
14,2010,458.203,62.39,0,26.76,0,79.65,0,89.15,397.02,3921.98,0,159.3,0,4081.28,3.35,0,14.43,0,17.78,19.95,0,0,0,19.95,4007.67,0,200.49,0,4208.16,14111.69,8,Colorad,49,CO_West,Grand County
14,2010,458.203,62.39,0,26.76,0,79.65,0,89.15,397.02,3921.98,0,159.3,0,4081.28,3.35,0,14.43,0,17.78,19.95,0,0,0,19.95,4007.67,0,200.49,0,4208.16,14111.69,8,Colorad,51,CO_West,Gunnison County
14,2010,458.203,62.39,0,26.76,0,79.65,0,89.15,397.02,3921.98,0,159.3,0,4081.28,3.35,0,14.43,0,17.78,19.95,0,0,0,19.95,4007.67,0,200.49,0,4208.16,14111.69,8,Colorad,53,CO_West,Hinsdale County
14,2010,458.203,62.39,0,26.76,0,79.65,0,89.15,397.02,3921.98,0,159.3,0,4081.28,3.35,0,14.43,0,17.78,19.95,0,0,0,19.95,4007.67,0,200.49,0,4208.16,14111.69,8,Colorad,77,CO_West,Mesa County
14,2010,458.203,62.39,0,26.76,0,79.65,0,89.15,397.02,3921.98,0,159.3,0,4081.28,3.35,0,14.43,0,17.78,19.95,0,0,0,19.95,4007.67,0,200.49,0,4208.16,14111.69,8,Colorad,81,CO_West,Moffat County
14,2010,458.203,62.39,0,26.76,0,79.65,0,89.15,397.02,3921.98,0,159.3,0,4081.28,3.35,0,14.43,0,17.78,19.95,0,0,0,19.95,4007.67,0,200.49,0,4208.16,14111.69,8,Colorad,85,CO_West,Montrose County
14,2010,458.203,62.39,0,26.76,0,79.65,0,89.15,397.02,3921.98,0,159.3,0,4081.28,3.35,0,14.43,0,17.78,19.95,0,0,0,19.95,4007.67,0,200.49,0,4208.16,14111.69,8,Colorad,91,CO_West,Ouray County
14,2010,458.203,62.39,0,26.76,0,79.65,0,89.15,397.02,3921.98,0,159.3,0,4081.28,3.35,0,14.43,0,17.78,19.95,0,0,0,19.95,4007.67,0,200.49,0,4208.16,14111.69,8,Colorad,97,CO_West,Pitkin County
14,2010,458.203,62.39,0,26.76,0,79.65,0,89.15,397.02,3921.98,0,159.3,0,4081.28,3.35,0,14.43,0,17.78,19.95,0,0,0,19.95,4007.67,0,200.49,0,4208.16,14111.69,8,Colorad,103,CO_West,Rio Blanco County
14,2010,458.203,62.39,0,26.76,0,79.65,0,89.15,397.02,3921.98,0,159.3,0,4081.28,3.35,0,14.43,0,17.78,19.95,0,0,0,19.95,4007.67,0,200.49,0,4208.16,14111.69,8,Colorad,107,CO_West,Routt County
14,2010,458.203,62.39,0,26.76,0,79.65,0,89.15,397.02,3921.98,0,159.3,0,4081.28,3.35,0,14.43,0,17.78,19.95,0,0,0,19.95,4007.67,0,200.49,0,4208.16,14111.69,8,Colorad,109,CO_West,Saguache County
14,2010,458.203,62.39,0,26.76,0,79.65,0,89.15,397.02,3921.98,0,159.3,0,4081.28,3.35,0,14.43,0,17.78,19.95,0,0,0,19.95,4007.67,0,200.49,0,4208.16,14111.69,8,Colorad,117,CO_West,Summit County
15,2010,2433.772,370.4,0,74.07,0,436.77,0,444.47,2358.47,179.55,0,20.9,0,200.45,40.23,0,2.86,0,43.09,9.29,0,0,0,9.29,599.47,0,97.83,0,697.3,4907.17,8,Colorad,1,CO_FrontRa,Adams County
15,2010,2433.772,370.4,0,74.07,0,436.77,0,444.47,2358.47,179.55,0,20.9,0,200.45,40.23,0,2.86,0,43.09,9.29,0,0,0,9.29,599.47,0,97.83,0,697.3,4907.17,8,Colorad,5,CO_FrontRa,Arapahoe County
15,2010,2433.772,370.4,0,74.07,0,436.77,0,444.47,2358.47,179.55,0,20.9,0,200.45,40.23,0,2.86,0,43.09,9.29,0,0,0,9.29,599.47,0,97.83,0,697.3,4907.17,8,Colorad,31,CO_FrontRa,Denver County
15,2010,2433.772,370.4,0,74.07,0,436.77,0,444.47,2358.47,179.55,0,20.9,0,200.45,40.23,0,2.86,0,43.09,9.29,0,0,0,9.29,599.47,0,97.83,0,697.3,4907.17,8,Colorad,35,CO_FrontRa,Douglas County
15,2010,2433.772,370.4,0,74.07,0,436.77,0,444.47,2358.47,179.55,0,20.9,0,200.45,40.23,0,2.86,0,43.09,9.29,0,0,0,9.29,599.47,0,97.83,0,697.3,4907.17,8,Colorad,59,CO_FrontRa,Jefferson County
16,2010,1850.635,260.56,0,38.32,0,291.38,0,298.88,1775.99,2305.25,0,260.9,0,2566.15,85.99,0,4.77,0,90.76,30.96,0,16.78,0,47.74,2682.76,0,320.77,0,3003.53,19262.27,8,Colorad,11,CO_EastAgr,Bent County
16,2010,1850.635,260.56,0,38.32,0,291.38,0,298.88,1775.99,2305.25,0,260.9,0,2566.15,85.99,0,4.77,0,90.76,30.96,0,16.78,0,47.74,2682.76,0,320.77,0,3003.53,19262.27,8,Colorad,13,CO_EastAgr,Boulder County
16,2010,1850.635,260.56,0,38.32,0,291.38,0,298.88,1775.99,2305.25,0,260.9,0,2566.15,85.99,0,4.77,0,90.76,30.96,0,16.78,0,47.74,2682.76,0,320.77,0,3003.53,19262.27,8,Colorad,14,CO_EastAgr,Broomfield County
16,2010,1850.635,260.56,0,38.32,0,291.38,0,298.88,1775.99,2305.25,0,260.9,0,2566.15,85.99,0,4.77,0,90.76,30.96,0,16.78,0,47.74,2682.76,0,320.77,0,3003.53,19262.27,8,Colorad,15,CO_EastAgr,Chaffee County
16,2010,1850.635,260.56,0,38.32,0,291.38,0,298.88,1775.99,2305.25,0,260.9,0,2566.15,85.99,0,4.77,0,90.76,30.96,0,16.78,0,47.74,2682.76,0,320.77,0,3003.53,19262.27,8,Colorad,25,CO_EastAgr,Crowley County
16,2010,1850.635,260.56,0,38.32,0,291.38,0,298.88,1775.99,2305.25,0,260.9,0,2566.15,85.99,0,4.77,0,90.76,30.96,0,16.78,0,47.74,2682.76,0,320.77,0,3003.53,19262.27,8,Colorad,41,CO_EastAgr,El Paso County
16,2010,1850.635,260.56,0,38.32,0,291.38,0,298.88,1775.99,2305.25,0,260.9,0,2566.15,85.99,0,4.77,0,90.76,30.96,0,16.78,0,47.74,2682.76,0,320.77,0,3003.53,19262.27,8,Colorad,43,CO_EastAgr,Fremont County
16,2010,1850.635,260.56,0,38.32,0,291.38,0,298.88,1775.99,2305.25,0,260.9,0,2566.15,85.99,0,4.77,0,90.76,30.96,0,16.78,0,47.74,2682.76,0,320.77,0,3003.53,19262.27,8,Colorad,69,CO_EastAgr,Larimer County
16,2010,1850.635,260.56,0,38.32,0,291.38,0,298.88,1775.99,2305.25,0,260.9,0,2566.15,85.99,0,4.77,0,90.76,30.96,0,16.78,0,47.74,2682.76,0,320.77,0,3003.53,19262.27,8,Colorad,75,CO_EastAgr,Logan County
16,2010,1850.635,260.56,0,38.32,0,291.38,0,298.88,1775.99,2305.25,0,260.9,0,2566.15,85.99,0,4.77,0,90.76,30.96,0,16.78,0,47.74,2682.76,0,320.77,0,3003.53,19262.27,8,Colorad,87,CO_EastAgr,Morgan County
16,2010,1850.635,260.56,0,38.32,0,291.38,0,298.88,1775.99,2305.25,0,260.9,0,2566.15,85.99,0,4.77,0,90.76,30.96,0,16.78,0,47.74,2682.76,0,320.77,0,3003.53,19262.27,8,Colorad,89,CO_EastAgr,Otero County
16,2010,1850.635,260.56,0,38.32,0,291.38,0,298.88,1775.99,2305.25,0,260.9,0,2566.15,85.99,0,4.77,0,90.76,30.96,0,16.78,0,47.74,2682.76,0,320.77,0,3003.53,19262.27,8,Colorad,99,CO_EastAgr,Prowers County
16,2010,1850.635,260.56,0,38.32,0,291.38,0,298.88,1775.99,2305.25,0,260.9,0,2566.15,85.99,0,4.77,0,90.76,30.96,0,16.78,0,47.74,2682.76,0,320.77,0,3003.53,19262.27,8,Colorad,101,CO_EastAgr,Pueblo County
16,2010,1850.635,260.56,0,38.32,0,291.38,0,298.88,1775.99,2305.25,0,260.9,0,2566.15,85.99,0,4.77,0,90.76,30.96,0,16.78,0,47.74,2682.76,0,320.77,0,3003.53,19262.27,8,Colorad,115,CO_EastAgr,Sedgwick County
16,2010,1850.635,260.56,0,38.32,0,291.38,0,298.88,1775.99,2305.25,0,260.9,0,2566.15,85.99,0,4.77,0,90.76,30.96,0,16.78,0,47.74,2682.76,0,320.77,0,3003.53,19262.27,8,Colorad,121,CO_EastAgr,Washington County
16,2010,1850.635,260.56,0,38.32,0,291.38,0,298.88,1775.99,2305.25,0,260.9,0,2566.15,85.99,0,4.77,0,90.76,30.96,0,16.78,0,47.74,2682.76,0,320.77,0,3003.53,19262.27,8,Colorad,123,CO_EastAgr,Weld County
17,2010,286.586,23.96,0,29,0,39.73,0,52.96,186.14,2122.02,0,880.66,0,3002.68,0.26,0,6.27,0,6.53,0,0,0,0,0,2146.24,0,915.93,0,3062.17,0,8,Colorad,3,CO_East,Alamosa County
17,2010,286.586,23.96,0,29,0,39.73,0,52.96,186.14,2122.02,0,880.66,0,3002.68,0.26,0,6.27,0,6.53,0,0,0,0,0,2146.24,0,915.93,0,3062.17,0,8,Colorad,7,CO_Other,Archuleta County
17,2010,286.586,23.96,0,29,0,39.73,0,52.96,186.14,2122.02,0,880.66,0,3002.68,0.26,0,6.27,0,6.53,0,0,0,0,0,2146.24,0,915.93,0,3062.17,0,8,Colorad,9,CO_Other,Baca County
17,2010,286.586,23.96,0,29,0,39.73,0,52.96,186.14,2122.02,0,880.66,0,3002.68,0.26,0,6.27,0,6.53,0,0,0,0,0,2146.24,0,915.93,0,3062.17,0,8,Colorad,17,CO_Other,Cheyenne County
17,2010,286.586,23.96,0,29,0,39.73,0,52.96,186.14,2122.02,0,880.66,0,3002.68,0.26,0,6.27,0,6.53,0,0,0,0,0,2146.24,0,915.93,0,3062.17,0,8,Colorad,19,CO_Other,Clear Creek Count
17,2010,286.586,23.96,0,29,0,39.73,0,52.96,186.14,2122.02,0,880.66,0,3002.68,0.26,0,6.27,0,6.53,0,0,0,0,0,2146.24,0,915.93,0,3062.17,0,8,Colorad,21,CO_Other,Conejos County
17,2010,286.586,23.96,0,29,0,39.73,0,52.96,186.14,2122.02,0,880.66,0,3002.68,0.26,0,6.27,0,6.53,0,0,0,0,0,2146.24,0,915.93,0,3062.17,0,8,Colorad,23,CO_Other,Costilla County
17,2010,286.586,23.96,0,29,0,39.73,0,52.96,186.14,2122.02,0,880.66,0,3002.68,0.26,0,6.27,0,6.53,0,0,0,0,0,2146.24,0,915.93,0,3062.17,0,8,Colorad,27,CO_Other,Custer County
17,2010,286.586,23.96,0,29,0,39.73,0,52.96,186.14,2122.02,0,880.66,0,3002.68,0.26,0,6.27,0,6.53,0,0,0,0,0,2146.24,0,915.93,0,3062.17,0,8,Colorad,33,CO_Other,Dolores County
17,2010,286.586,23.96,0,29,0,39.73,0,52.96,186.14,2122.02,0,880.66,0,3002.68,0.26,0,6.27,0,6.53,0,0,0,0,0,2146.24,0,915.93,0,3062.17,0,8,Colorad,39,CO_Other,Elbert County
17,2010,286.586,23.96,0,29,0,39.73,0,52.96,186.14,2122.02,0,880.66,0,3002.68,0.26,0,6.27,0,6.53,0,0,0,0,0,2146.24,0,915.93,0,3062.17,0,8,Colorad,47,CO_Other,Gilpin County
17,2010,286.586,23.96,0,29,0,39.73,0,52.96,186.14,2122.02,0,880.66,0,3002.68,0.26,0,6.27,0,6.53,0,0,0,0,0,2146.24,0,915.93,0,3062.17,0,8,Colorad,55,CO_Other,Huerfano County
17,2010,286.586,23.96,0,29,0,39.73,0,52.96,186.14,2122.02,0,880.66,0,3002.68,0.26,0,6.27,0,6.53,0,0,0,0,0,2146.24,0,915.93,0,3062.17,0,8,Colorad,57,CO_Other,Jackson County
17,2010,286.586,23.96,0,29,0,39.73,0,52.96,186.14,2122.02,0,880.66,0,3002.68,0.26,0,6.27,0,6.53,0,0,0,0,0,2146.24,0,915.93,0,3062.17,0,8,Colorad,61,CO_Other,Kiowa County
17,2010,286.586,23.96,0,29,0,39.73,0,52.96,186.14,2122.02,0,880.66,0,3002.68,0.26,0,6.27,0,6.53,0,0,0,0,0,2146.24,0,915.93,0,3062.17,0,8,Colorad,63,CO_Other,Kit Carson County
17,2010,286.586,23.96,0,29,0,39.73,0,52.96,186.14,2122.02,0,880.66,0,3002.68,0.26,0,6.27,0,6.53,0,0,0,0,0,2146.24,0,915.93,0,3062.17,0,8,Colorad,65,CO_Other,Lake County
17,2010,286.586,23.96,0,29,0,39.73,0,52.96,186.14,2122.02,0,880.66,0,3002.68,0.26,0,6.27,0,6.53,0,0,0,0,0,2146.24,0,915.93,0,3062.17,0,8,Colorad,67,CO_Other,La Plata County
17,2010,286.586,23.96,0,29,0,39.73,0,52.96,186.14,2122.02,0,880.66,0,3002.68,0.26,0,6.27,0,6.53,0,0,0,0,0,2146.24,0,915.93,0,3062.17,0,8,Colorad,71,CO_Other,Las Animas County
17,2010,286.586,23.96,0,29,0,39.73,0,52.96,186.14,2122.02,0,880.66,0,3002.68,0.26,0,6.27,0,6.53,0,0,0,0,0,2146.24,0,915.93,0,3062.17,0,8,Colorad,73,CO_Other,Lincoln County
17,2010,286.586,23.96,0,29,0,39.73,0,52.96,186.14,2122.02,0,880.66,0,3002.68,0.26,0,6.27,0,6.53,0,0,0,0,0,2146.24,0,915.93,0,3062.17,0,8,Colorad,79,CO_Other,Mineral County
17,2010,286.586,23.96,0,29,0,39.73,0,52.96,186.14,2122.02,0,880.66,0,3002.68,0.26,0,6.27,0,6.53,0,0,0,0,0,2146.24,0,915.93,0,3062.17,0,8,Colorad,83,CO_Other,Montezuma County
17,2010,286.586,23.96,0,29,0,39.73,0,52.96,186.14,2122.02,0,880.66,0,3002.68,0.26,0,6.27,0,6.53,0,0,0,0,0,2146.24,0,915.93,0,3062.17,0,8,Colorad,93,CO_Other,Park County
