RC,YR,POP,USUR,USAL,UGW,UREC,URES,UIND,UTOT,UPOP,ASUR,ASAL,AGW,AREC,ATOT,ISUR,ISAL,IGW,IREC,ITOT,PSUR,PSAL,PGW,PREC,PTOT,SUR,SAL,GW,REC,ALL,PGEN,SC,SN,CC,CN
19,2010,418.422,18.02,0,33.68,0,42.36,0,51.7,292.29,525.53,0,36.06,0,561.59,1.47,0,8.97,0,10.44,42.27,0,3.05,0,45.32,587.29,0,81.76,0,669.05,25877.58,35,NewMexi,39,Rio Arriba County
19,2010,418.422,18.02,0,33.68,0,42.36,0,51.7,292.29,525.53,0,36.06,0,561.59,1.47,0,8.97,0,10.44,42.27,0,3.05,0,45.32,587.29,0,81.76,0,669.05,25877.58,35,NewMexi,43,Sandoval County
19,2010,418.422,18.02,0,33.68,0,42.36,0,51.7,292.29,525.53,0,36.06,0,561.59,1.47,0,8.97,0,10.44,42.27,0,3.05,0,45.32,587.29,0,81.76,0,669.05,25877.58,35,NewMexi,45,San Juan County
19,2010,418.422,18.02,0,33.68,0,42.36,0,51.7,292.29,525.53,0,36.06,0,561.59,1.47,0,8.97,0,10.44,42.27,0,3.05,0,45.32,587.29,0,81.76,0,669.05,25877.58,35,NewMexi,53,Socorro County
20,2010,978.193,14.08,0,142.43,0,142.7,0,156.51,827.94,902.06,0,1225.77,0,2127.83,9.04,0,27.67,0,36.71,0,0,6.12,0,6.12,925.18,0,1401.99,0,2327.17,3762.06,35,NewMexi,3,Catron County
20,2010,978.193,14.08,0,142.43,0,142.7,0,156.51,827.94,902.06,0,1225.77,0,2127.83,9.04,0,27.67,0,36.71,0,0,6.12,0,6.12,925.18,0,1401.99,0,2327.17,3762.06,35,NewMexi,5,Chaves County
20,2010,978.193,14.08,0,142.43,0,142.7,0,156.51,827.94,902.06,0,1225.77,0,2127.83,9.04,0,27.67,0,36.71,0,0,6.12,0,6.12,925.18,0,1401.99,0,2327.17,3762.06,35,NewMexi,7,Colfax County
20,2010,978.193,14.08,0,142.43,0,142.7,0,156.51,827.94,902.06,0,1225.77,0,2127.83,9.04,0,27.67,0,36.71,0,0,6.12,0,6.12,925.18,0,1401.99,0,2327.17,3762.06,35,NewMexi,9,Curry County
20,2010,978.193,14.08,0,142.43,0,142.7,0,156.51,827.94,902.06,0,1225.77,0,2127.83,9.04,0,27.67,0,36.71,0,0,6.12,0,6.12,925.18,0,1401.99,0,2327.17,3762.06,35,NewMexi,11,De Baca County
20,2010,978.193,14.08,0,142.43,0,142.7,0,156.51,827.94,902.06,0,1225.77,0,2127.83,9.04,0,27.67,0,36.71,0,0,6.12,0,6.12,925.18,0,1401.99,0,2327.17,3762.06,35,NewMexi,13,Dona Ana County
20,2010,978.193,14.08,0,142.43,0,142.7,0,156.51,827.94,902.06,0,1225.77,0,2127.83,9.04,0,27.67,0,36.71,0,0,6.12,0,6.12,925.18,0,1401.99,0,2327.17,3762.06,35,NewMexi,15,Eddy County
20,2010,978.193,14.08,0,142.43,0,142.7,0,156.51,827.94,902.06,0,1225.77,0,2127.83,9.04,0,27.67,0,36.71,0,0,6.12,0,6.12,925.18,0,1401.99,0,2327.17,3762.06,35,NewMexi,17,Grant County
20,2010,978.193,14.08,0,142.43,0,142.7,0,156.51,827.94,902.06,0,1225.77,0,2127.83,9.04,0,27.67,0,36.71,0,0,6.12,0,6.12,925.18,0,1401.99,0,2327.17,3762.06,35,NewMexi,19,Guadalupe County
20,2010,978.193,14.08,0,142.43,0,142.7,0,156.51,827.94,902.06,0,1225.77,0,2127.83,9.04,0,27.67,0,36.71,0,0,6.12,0,6.12,925.18,0,1401.99,0,2327.17,3762.06,35,NewMexi,21,Harding County
20,2010,978.193,14.08,0,142.43,0,142.7,0,156.51,827.94,902.06,0,1225.77,0,2127.83,9.04,0,27.67,0,36.71,0,0,6.12,0,6.12,925.18,0,1401.99,0,2327.17,3762.06,35,NewMexi,23,Hidalgo County
20,2010,978.193,14.08,0,142.43,0,142.7,0,156.51,827.94,902.06,0,1225.77,0,2127.83,9.04,0,27.67,0,36.71,0,0,6.12,0,6.12,925.18,0,1401.99,0,2327.17,3762.06,35,NewMexi,25,Lea County
20,2010,978.193,14.08,0,142.43,0,142.7,0,156.51,827.94,902.06,0,1225.77,0,2127.83,9.04,0,27.67,0,36.71,0,0,6.12,0,6.12,925.18,0,1401.99,0,2327.17,3762.06,35,NewMexi,27,Lincoln County
20,2010,978.193,14.08,0,142.43,0,142.7,0,156.51,827.94,902.06,0,1225.77,0,2127.83,9.04,0,27.67,0,36.71,0,0,6.12,0,6.12,925.18,0,1401.99,0,2327.17,3762.06,35,NewMexi,28,Los Alamos County
20,2010,978.193,14.08,0,142.43,0,142.7,0,156.51,827.94,902.06,0,1225.77,0,2127.83,9.04,0,27.67,0,36.71,0,0,6.12,0,6.12,925.18,0,1401.99,0,2327.17,3762.06,35,NewMexi,29,Luna County
20,2010,978.193,14.08,0,142.43,0,142.7,0,156.51,827.94,902.06,0,1225.77,0,2127.83,9.04,0,27.67,0,36.71,0,0,6.12,0,6.12,925.18,0,1401.99,0,2327.17,3762.06,35,NewMexi,33,Mora County
20,2010,978.193,14.08,0,142.43,0,142.7,0,156.51,827.94,902.06,0,1225.77,0,2127.83,9.04,0,27.67,0,36.71,0,0,6.12,0,6.12,925.18,0,1401.99,0,2327.17,3762.06,35,NewMexi,35,Otero County
20,2010,978.193,14.08,0,142.43,0,142.7,0,156.51,827.94,902.06,0,1225.77,0,2127.83,9.04,0,27.67,0,36.71,0,0,6.12,0,6.12,925.18,0,1401.99,0,2327.17,3762.06,35,NewMexi,37,Quay County
20,2010,978.193,14.08,0,142.43,0,142.7,0,156.51,827.94,902.06,0,1225.77,0,2127.83,9.04,0,27.67,0,36.71,0,0,6.12,0,6.12,925.18,0,1401.99,0,2327.17,3762.06,35,NewMexi,41,Roosevelt County
20,2010,978.193,14.08,0,142.43,0,142.7,0,156.51,827.94,902.06,0,1225.77,0,2127.83,9.04,0,27.67,0,36.71,0,0,6.12,0,6.12,925.18,0,1401.99,0,2327.17,3762.06,35,NewMexi,47,San Miguel County
20,2010,978.193,14.08,0,142.43,0,142.7,0,156.51,827.94,902.06,0,1225.77,0,2127.83,9.04,0,27.67,0,36.71,0,0,6.12,0,6.12,925.18,0,1401.99,0,2327.17,3762.06,35,NewMexi,49,Santa Fe County
20,2010,978.193,14.08,0,142.43,0,142.7,0,156.51,827.94,902.06,0,1225.77,0,2127.83,9.04,0,27.67,0,36.71,0,0,6.12,0,6.12,925.18,0,1401.99,0,2327.17,3762.06,35,NewMexi,51,Sierra County
20,2010,978.193,14.08,0,142.43,0,142.7,0,156.51,827.94,902.06,0,1225.77,0,2127.83,9.04,0,27.67,0,36.71,0,0,6.12,0,6.12,925.18,0,1401.99,0,2327.17,3762.06,35,NewMexi,55,Taos County
20,2010,978.193,14.08,0,142.43,0,142.7,0,156.51,827.94,902.06,0,1225.77,0,2127.83,9.04,0,27.67,0,36.71,0,0,6.12,0,6.12,925.18,0,1401.99,0,2327.17,3762.06,35,NewMexi,57,Torrance County
20,2010,978.193,14.08,0,142.43,0,142.7,0,156.51,827.94,902.06,0,1225.77,0,2127.83,9.04,0,27.67,0,36.71,0,0,6.12,0,6.12,925.18,0,1401.99,0,2327.17,3762.06,35,NewMexi,59,Union County
20,2010,978.193,14.08,0,142.43,0,142.7,0,156.51,827.94,902.06,0,1225.77,0,2127.83,9.04,0,27.67,0,36.71,0,0,6.12,0,6.12,925.18,0,1401.99,0,2327.17,3762.06,35,NewMexi,61,Valencia County
